ovr,acceleration,long_passing,shot_power,weight,reactions,club,volleys,ball_control,height,team_uid,team_id,jumping,player_id,agility,long_shots,short_passing,wage,strength,name,sprint_speed,age,club_id,curve,value,stamina,fk_accuracy,potential,heading_accuracy,crossing,position,finishing,balance,starting,dribbling
73,78,69,73,59,65,Al Hilal,63,75,168,111114-12-156644,111114,64,208949,81,74,73,31K,63,nawaf-al-abed,79,28,605,66,4M,75,64,73,43,70,MID,69,79,true,73
73,69,72,66,69,72,Al Wehda,59,74,169,111114-12-156644,111114,59,168883,80,70,75,29K,73,taiseer-al-jassam,67,33,112408,70,2.3M,77,74,73,68,61,MID,66,70,true,71
69,63,47,67,74,75,Al Nassr,70,62,177,111114-12-156644,111114,77,208916,69,67,68,18K,68,mohammed-al-sahlawi,63,31,112139,64,950K,78,53,69,67,58,ATT,70,66,true,65
68,32,21,22,84,63,Al Ahli,12,17,184,111114-11-156279,111114,64,197496,49,19,22,11K,68,yasser-al-mosailem,46,34,112387,20,375K,37,14,68,13,18,DEF,14,55,true,16
72,87,66,68,61,68,Al Hilal,55,70,170,111114-11-156279,111114,52,210603,80,66,71,24K,58,yasser-al-shahrani,84,26,605,68,3.1M,78,65,74,53,69,DEF,48,73,true,67
72,59,57,65,83,70,Al Wehda,48,52,188,111114-11-156279,111114,76,191256,66,48,65,17K,80,osama-hawsawi,60,34,112408,50,950K,75,42,72,72,44,DEF,57,68,true,54
71,68,48,40,76,71,Al Nassr,21,48,185,111114-11-156279,111114,80,208914,70,32,68,21K,86,omar-hawsawi,70,32,112139,30,1.4M,74,26,71,68,26,DEF,20,49,true,41
68,76,61,46,75,66,Al Ittihad,40,64,175,111114-11-156279,111114,75,210147,74,40,65,13K,63,mansour-al-harbi,79,30,607,61,650K,83,48,68,54,68,DEF,45,63,true,65
69,68,65,68,73,65,Al Hilal,36,63,177,111114-11-156279,111114,72,191843,67,48,67,15K,75,abdulmalek-al-khaibari,71,32,605,35,600K,76,37,69,64,40,MID,37,61,true,53
74,67,75,74,64,74,Al Hilal,70,75,181,111114-11-156279,111114,71,191269,81,67,78,33K,73,salman-al-faraj,73,28,605,71,5.5M,72,66,74,59,72,MID,65,69,true,71
70,71,67,69,63,60,Al Nassr,59,69,165,111114-11-156279,111114,32,209281,80,67,73,21K,53,yahia-sulaiman-al-shehri,70,28,112139,69,1.8M,71,63,70,46,69,MID,61,72,true,71
73,78,69,73,59,65,Al Hilal,63,75,168,111114-11-156279,111114,64,208949,81,74,73,31K,63,nawaf-al-abed,79,28,605,66,4M,75,64,73,43,70,MID,69,79,true,73
73,69,72,66,69,72,Al Wehda,59,74,169,111114-11-156279,111114,59,168883,80,70,75,29K,73,taiseer-al-jassam,67,33,112408,70,2.3M,77,74,73,68,61,MID,66,70,true,71
69,63,47,67,74,75,Al Nassr,70,62,177,111114-11-156279,111114,77,208916,69,67,68,18K,68,mohammed-al-sahlawi,63,31,112139,64,950K,78,53,69,67,58,ATT,70,66,true,65
77,58,31,32,84,70,Real Sociedad,17,25,184,111459-12-156644,111459,80,174543,61,12,32,0,70,claudio-bravo,54,28,457,11,0,61,63,77,18,9,DEF,8,64,true,13
77,66,64,55,75,75,PAOK,24,67,181,111459-12-156644,111459,73,112594,60,51,69,0,74,pablo-contreras,65,32,393,49,0,60,62,77,77,41,DEF,30,70,true,40
69,51,59,74,78,64,Chile,34,54,182,111459-12-156644,111459,69,140393,48,60,61,0,81,waldo-ponce,62,28,111459,62,0,67,73,72,70,27,DEF,30,55,true,44
68,66,61,56,75,62,West Bromwich Albion,27,64,178,111459-12-156644,111459,80,194795,65,56,67,0,71,gonzalo-jara-reyes,76,25,109,27,0,72,46,74,62,58,MID,43,71,true,54
80,83,76,75,73,81,Udinese,54,79,177,111459-12-156644,111459,66,187800,78,68,78,0,76,mauricio-isla,79,23,55,69,0,94,48,83,60,80,MID,58,72,true,76
83,82,82,82,74,83,Juventus,72,82,180,111459-12-156644,111459,75,181872,76,78,83,0,72,arturo-vidal,80,24,45,69,0,88,58,87,67,78,MID,62,72,true,78
78,77,71,77,71,81,Sevilla FC,72,73,172,111459-12-156644,111459,91,193532,83,66,74,0,80,gary-medel,78,23,481,45,0,91,63,82,62,60,MID,40,92,true,59
74,85,67,72,84,72,Birmingham City,57,76,177,111459-12-156644,111459,64,158851,88,71,71,0,79,jean-beausejour,81,27,88,66,0,73,74,79,56,76,MID,69,67,true,77
81,77,74,74,72,76,Chile,71,84,176,111459-12-156644,111459,67,174549,87,77,80,0,60,matias-fernandez,72,25,111459,77,0,72,79,83,60,79,MID,74,73,true,82
86,93,74,79,69,86,FC Barcelona,75,85,168,111459-12-156644,111459,66,184941,95,76,80,0,63,alexis-sanchez,89,22,241,74,0,78,70,88,66,76,ATT,76,91,true,90
78,83,61,80,76,79,Chile,77,80,172,111459-12-156644,111459,60,174551,80,80,73,0,76,humberto-suazo,76,30,111459,71,0,65,73,78,61,71,ATT,83,82,true,79
79,58,31,32,84,72,Real Sociedad,17,25,185,111459-13-157186,111459,80,174543,61,12,32,0,70,claudio-bravo,54,29,457,11,0,51,17,80,18,12,DEF,13,64,true,13
69,70,64,57,79,64,Nottingham Forest,27,65,178,111459-13-157186,111459,69,194795,67,54,66,0,71,gonzalo-jara-reyes,72,26,14,27,0,73,46,73,62,58,MID,44,71,true,58
75,63,61,55,75,75,Olympiacos CFP,24,66,181,111459-13-157186,111459,73,112594,63,51,69,0,72,pablo-contreras,64,33,280,49,0,64,62,75,77,41,DEF,30,70,true,54
74,52,58,47,88,68,Flamengo,26,68,190,111459-13-157186,111459,33,157060,32,34,61,0,86,marcos-gonzalez,56,32,1043,23,0,75,46,74,77,13,DEF,32,33,true,60
80,82,75,76,75,82,Juventus,68,80,176,111459-13-157186,111459,67,187800,81,72,81,0,69,mauricio-isla,79,24,45,76,0,87,46,87,64,85,MID,60,73,true,78
85,79,81,80,75,86,Juventus,76,84,181,111459-13-157186,111459,79,181872,77,80,85,0,77,arturo-vidal,79,25,45,78,0,93,72,88,72,77,MID,76,79,true,82
78,77,69,81,71,84,Sevilla FC,76,74,172,111459-13-157186,111459,84,193532,78,68,74,0,80,gary-medel,76,24,481,45,0,89,63,82,60,56,MID,64,88,true,61
74,85,67,72,80,70,Wigan Athletic,52,76,181,111459-13-157186,111459,64,158851,88,71,72,0,79,jean-beausejour,78,28,1917,66,0,69,70,76,51,77,MID,69,67,true,77
77,69,75,78,72,79,Fiorentina,69,81,178,111459-13-157186,111459,66,174549,81,76,80,0,55,matias-fernandez,68,26,110374,81,0,69,78,80,56,74,MID,70,78,true,80
85,92,72,78,69,84,FC Barcelona,76,85,168,111459-13-157186,111459,66,184941,94,76,79,0,69,alexis-sanchez,86,23,241,74,0,76,70,88,64,75,ATT,81,86,true,87
74,78,60,78,76,71,Chile,75,76,172,111459-13-157186,111459,60,174551,77,75,72,0,74,humberto-suazo,70,31,111459,71,0,70,70,74,58,68,ATT,75,77,true,76
81,55,31,32,84,82,Real Sociedad,31,25,185,111459-14-157655,111459,81,174543,64,31,32,55K,70,claudio-bravo,54,30,457,26,4M,44,25,81,25,32,DEF,25,64,true,25
76,77,66,72,71,81,Cardiff City,69,73,172,111459-14-157655,111459,84,193532,82,63,74,50K,80,gary-medel,76,25,1961,40,3.6M,90,63,76,59,56,MID,64,88,true,61
68,70,64,57,79,64,Nottingham Forest,27,67,174,111459-14-157655,111459,71,194795,73,54,65,10K,71,gonzalo-jara-reyes,65,27,14,27,550K,73,46,69,62,58,DEF,44,71,true,63
67,71,70,68,80,62,Malmö FF,58,75,180,111459-14-157655,111459,64,192128,73,67,68,15K,66,miiko-albornoz,65,22,320,76,900K,74,64,74,56,74,DEF,35,78,true,73
77,87,74,64,72,69,Juventus,51,75,177,111459-14-157655,111459,72,187800,87,65,74,105K,60,mauricio-isla,83,25,45,77,7.8M,84,63,82,57,83,MID,51,84,true,77
86,81,80,78,75,85,Juventus,79,85,180,111459-14-157655,111459,81,181872,79,79,86,185K,75,arturo-vidal,77,26,45,77,30M,93,69,88,69,77,MID,79,78,true,81
70,63,74,81,63,62,Chile,65,80,166,111459-14-157655,111459,81,176930,78,69,80,25K,40,marcelo-diaz,69,26,111459,81,1.2M,74,66,72,64,66,MID,51,86,true,60
71,75,65,60,68,70,Santos,37,70,175,111459-14-157655,111459,58,209744,60,52,74,30K,67,eugenio-mena,75,24,1053,58,1.6M,82,40,74,49,74,DEF,37,81,true,68
78,71,78,72,71,81,Palmeiras,54,86,173,111459-14-157655,111459,50,157492,82,69,81,50K,56,jorge-valdivia,72,29,383,70,5.2M,60,66,78,59,70,MID,64,80,true,81
82,89,70,77,62,81,FC Barcelona,76,84,171,111459-14-157655,111459,66,184941,91,73,77,155K,69,alexis-sanchez,86,24,241,74,29.5M,76,70,88,59,75,ATT,79,86,true,85
78,87,64,77,70,79,Valencia CF,81,83,175,111459-14-157655,111459,78,206655,89,78,74,95K,57,eduardo-vargas,89,23,461,72,13.5M,78,68,83,58,68,ATT,75,83,true,81
83,58,31,32,80,83,FC Barcelona,25,25,184,111459-15-158005,111459,81,174543,64,31,32,115K,70,claudio-bravo,54,31,241,26,14M,44,25,83,25,25,DEF,25,64,true,25
70,71,77,68,80,70,Hannover 96,59,77,180,111459-15-158005,111459,64,192128,73,68,75,20K,66,miiko-albornoz,65,23,485,76,1.3M,74,71,76,58,78,DEF,35,76,true,79
80,77,75,72,76,81,Inter,61,73,171,111459-15-158005,111459,89,193532,63,59,78,110K,82,gary-medel,76,26,44,40,10.5M,92,50,82,65,59,MID,34,88,true,65
70,68,72,57,77,66,1. FSV Mainz 05,27,66,178,111459-15-158005,111459,73,194795,73,54,72,30K,74,gonzalo-jara-reyes,73,28,169,27,1.4M,69,46,70,62,60,DEF,44,74,true,60
74,73,76,73,64,76,FC Twente,70,79,170,111459-15-158005,111459,52,203796,80,68,78,30K,48,felipe-gutierrez,69,23,1908,78,3.3M,75,71,77,50,77,MID,65,83,true,76
70,65,72,68,78,66,Chile,67,72,180,111459-15-158005,111459,74,196072,65,65,75,10K,79,rodrigo-millar,69,32,111459,70,1.1M,67,65,70,59,70,MID,70,77,true,71
75,84,74,62,72,71,Queens Park Rangers,51,76,177,111459-15-158005,111459,72,187800,87,60,71,50K,60,mauricio-isla,79,26,15,77,3.5M,84,63,76,63,83,DEF,51,84,true,75
85,81,79,80,75,84,Juventus,78,83,180,111459-15-158005,111459,81,181872,79,80,85,190K,75,arturo-vidal,77,27,45,76,23M,93,65,87,72,76,MID,78,78,true,80
71,84,64,79,74,64,Chile,74,75,176,111459-15-158005,111459,89,158351,75,75,63,25K,64,mark-gonzalez,83,29,111459,73,1.5M,72,68,71,55,75,MID,69,69,true,72
76,78,78,74,72,72,Fiorentina,70,85,178,111459-15-158005,111459,66,174549,80,79,80,80K,58,matias-fernandez,76,28,110374,84,5M,74,82,76,55,80,MID,66,82,true,83
85,90,73,82,62,84,Arsenal,78,87,169,111459-15-158005,111459,72,184941,91,80,80,165K,64,alexis-sanchez,85,25,1,78,26.5M,86,77,87,60,76,ATT,85,87,true,88
83,58,31,22,80,80,FC Barcelona,11,15,184,111459-16-158159,111459,81,174543,64,21,32,140K,70,claudio-bravo,54,32,241,25,17.5M,44,60,83,18,12,DEF,13,64,true,13
77,85,73,65,72,76,Olympique de Marseille,58,77,177,111459-16-158159,111459,61,187800,85,67,75,80K,51,mauricio-isla,75,27,219,80,6.5M,79,64,78,52,80,DEF,50,78,true,76
81,77,76,72,76,82,Inter,61,74,171,111459-16-158159,111459,90,193532,69,59,78,90K,86,gary-medel,76,27,44,40,14M,93,50,81,71,59,MID,34,92,true,65
71,67,73,58,78,65,1. FSV Mainz 05,28,64,178,111459-16-158159,111459,76,194795,71,46,71,25K,75,gonzalo-jara-reyes,69,29,169,28,1.2M,69,47,71,63,59,DEF,45,71,true,62
73,84,62,67,83,70,Chile,52,74,178,111459-16-158159,111459,63,158851,88,65,70,35K,83,jean-beausejour,77,31,111459,71,1.8M,79,70,73,64,76,DEF,67,76,true,73
86,79,80,83,75,87,FC Bayern München,78,83,180,111459-16-158159,111459,82,181872,75,81,84,220K,75,arturo-vidal,76,28,21,76,37.5M,93,68,86,74,76,MID,76,77,true,81
74,68,76,82,63,61,Hamburger SV,66,79,166,111459-16-158159,111459,81,176930,78,81,79,40K,59,marcelo-diaz,62,28,28,82,3.2M,85,81,74,63,74,MID,52,94,true,68
71,53,77,83,76,66,Chile,46,69,177,111459-16-158159,111459,70,203801,63,68,79,2K,73,francisco-silva,60,29,111459,61,1.2M,74,60,71,37,61,MID,51,69,true,57
79,68,79,73,71,82,Chile,55,87,173,111459-16-158159,111459,50,157492,79,70,82,0,56,jorge-valdivia,68,31,111459,71,0,52,67,79,60,71,MID,65,80,true,82
86,89,73,82,62,84,Arsenal,78,87,169,111459-16-158159,111459,84,184941,91,80,80,230K,64,alexis-sanchez,85,26,1,78,47M,86,77,88,60,76,ATT,85,87,true,88
78,85,64,77,70,79,TSG 1899 Hoffenheim,81,80,175,111459-16-158159,111459,78,206655,89,76,74,50K,55,eduardo-vargas,87,25,10029,72,10.5M,78,68,82,58,71,MID,76,83,true,83
82,58,31,22,80,77,Manchester City,11,15,184,111459-17-158729,111459,81,174543,64,21,32,60K,70,claudio-bravo,54,33,10,25,14.5M,44,60,82,18,12,DEF,13,64,true,13
76,81,73,65,75,74,Cagliari,58,75,176,111459-17-158729,111459,61,187800,85,67,75,25K,68,mauricio-isla,75,28,1842,80,4M,81,64,76,52,80,DEF,50,78,true,76
82,77,76,65,71,80,Inter,61,74,171,111459-17-158729,111459,92,193532,78,59,78,110K,78,gary-medel,76,28,44,35,16M,88,45,82,68,55,MID,31,92,true,68
75,67,77,58,78,70,Chile,28,69,178,111459-17-158729,111459,76,194795,73,46,71,40K,75,gonzalo-jara,69,30,111459,28,2.9M,69,47,75,69,59,DEF,45,73,true,63
75,84,66,67,83,70,Chile,52,75,178,111459-17-158729,111459,63,158851,88,63,69,40K,85,jean-beausejour,82,32,111459,77,2.3M,78,70,75,64,79,DEF,67,76,true,74
87,77,82,84,75,89,FC Bayern München,78,83,180,111459-17-158729,111459,82,181872,75,85,84,130K,79,arturo-vidal,74,29,21,76,41.5M,93,68,87,81,76,MID,77,77,true,76
78,78,81,80,71,71,Bayer 04 Leverkusen,68,82,171,111459-17-158729,111459,61,199042,81,75,83,70K,63,charles-aranguiz,73,27,32,72,8.5M,86,76,78,53,78,MID,67,85,true,73
80,74,80,75,81,82,RC Celta,69,80,185,111459-17-158729,111459,69,199827,71,74,82,25K,80,pablo-hernandez,71,29,450,75,13M,74,69,80,53,54,MID,69,53,true,81
75,84,64,77,77,77,Chile,81,78,174,111459-17-158729,111459,78,206655,86,73,72,50K,55,eduardo-vargas,79,26,111459,72,4.8M,76,68,76,55,69,ATT,75,83,true,81
76,69,69,74,82,74,Chile,66,76,178,111459-17-158729,111459,72,196073,72,71,69,15K,81,esteban-paredes,68,35,111459,69,2.1M,76,75,76,70,62,ATT,80,69,true,73
88,88,73,84,62,87,Arsenal,83,86,169,111459-17-158729,111459,85,184941,90,81,80,180K,72,alexis-sanchez,84,27,1,78,55M,85,78,88,70,80,ATT,85,87,true,89
80,58,54,22,80,75,Manchester City,11,41,184,111459-18-158904,111459,81,174543,63,17,56,97K,69,claudio-bravo,54,34,10,25,6M,41,38,80,18,12,DEF,13,62,true,22
76,80,74,65,75,74,Fenerbahçe SK,58,75,176,111459-18-158904,111459,61,187800,85,67,75,63K,68,mauricio-isla,75,29,326,80,6M,79,64,76,52,80,DEF,50,78,true,76
75,67,73,58,78,70,Chile,28,67,178,111459-18-158904,111459,78,194795,73,46,71,0,76,gonzalo-jara,67,31,111459,28,0,69,47,75,69,59,DEF,45,72,true,63
82,74,76,65,71,80,Beşiktaş JK,61,74,171,111459-18-158904,111459,92,193532,78,59,78,64K,77,gary-medel,74,29,327,35,17M,79,45,82,68,55,MID,31,92,true,63
75,81,66,67,83,70,Chile,52,75,178,111459-18-158904,111459,63,158851,88,63,69,0,86,jean-beausejour,82,33,111459,77,0,78,70,75,64,79,DEF,67,76,true,74
87,76,82,86,75,89,FC Bayern München,78,83,180,111459-18-158904,111459,82,181872,75,85,84,160K,77,arturo-vidal,74,30,21,76,37.5M,91,68,87,81,76,MID,77,77,true,76
73,47,76,79,75,71,Chile,46,72,178,111459-18-158904,111459,68,203801,63,68,77,29K,76,francisco-silva,51,31,111459,61,3.4M,78,60,73,37,61,MID,51,68,true,57
80,72,80,75,81,82,RC Celta,69,80,185,111459-18-158904,111459,69,199827,72,74,82,32K,80,pablo-hernandez,70,30,450,75,13.5M,73,69,80,53,54,MID,69,52,true,81
78,65,71,73,71,72,Chile,55,78,173,111459-18-158904,111459,49,157492,79,70,86,0,57,jorge-valdivia,63,33,111459,71,0,75,67,78,60,71,MID,64,78,true,79
89,88,73,84,62,87,Arsenal,83,87,169,111459-18-158904,111459,85,184941,90,82,81,265K,72,alexis-sanchez,84,28,1,78,67.5M,85,78,89,70,81,MID,85,87,true,90
75,84,64,77,77,77,Chile,81,78,174,111459-18-158904,111459,78,206655,86,73,72,59K,58,eduardo-vargas,74,27,111459,72,8M,76,68,76,55,69,ATT,75,82,true,81
75,57,30,24,87,75,Chile,18,16,184,111459-18-159068,111459,72,174542,32,12,22,6K,59,johnny-herrera,53,36,111459,12,900K,28,24,75,14,15,DEF,12,56,true,18
77,80,74,65,75,74,Fenerbahçe SK,58,76,176,111459-18-159068,111459,66,187800,85,67,77,63K,68,mauricio-isla,75,29,326,80,6.5M,79,64,77,58,80,DEF,50,78,true,76
74,53,51,56,83,72,Deportivo Alavés,31,57,193,111459-18-159068,111459,67,219145,32,24,66,18K,89,guillermo-maripan,55,23,463,29,6M,59,27,78,74,41,DEF,28,35,true,40
75,46,60,45,82,73,Chile,27,62,191,111459-18-159068,111459,80,212225,56,39,70,23K,84,enzo-roco,52,24,111459,27,7M,72,31,78,79,40,DEF,43,50,true,55
75,81,66,67,83,70,Chile,52,75,178,111459-18-159068,111459,63,158851,88,63,69,12K,84,jean-beausejour,82,33,111459,77,2.6M,78,70,75,64,79,DEF,65,76,true,74
80,72,80,75,81,82,RC Celta,69,80,185,111459-18-159068,111459,69,199827,72,74,82,32K,80,pablo-hernandez,70,30,450,75,13.5M,73,69,80,53,54,MID,69,52,true,81
80,77,81,80,71,76,Bayer 04 Leverkusen,68,82,171,111459-18-159068,111459,61,199042,82,75,82,65K,64,charles-aranguiz,73,28,32,75,14.5M,88,76,80,53,78,MID,64,85,true,75
86,65,81,86,75,87,FC Bayern München,78,83,180,111459-18-159068,111459,85,181872,75,85,84,160K,77,arturo-vidal,60,30,21,76,33M,88,68,86,82,76,MID,77,77,true,76
88,88,73,84,62,87,Manchester United,83,87,169,111459-18-159068,111459,85,184941,90,82,79,325K,72,alexis-sanchez,84,28,11,78,60M,86,78,88,70,79,ATT,84,87,true,90
76,70,59,78,81,74,Chile,69,75,179,111459-18-159068,111459,79,212878,62,72,65,25K,88,nicolas-castillo,66,24,111459,64,10.5M,69,59,81,77,49,ATT,79,79,true,68
71,76,59,73,77,63,Chile,55,66,179,111459-18-159068,111459,64,214817,72,62,66,20K,75,angelo-sagal,78,24,111459,56,3.2M,84,37,76,66,66,ATT,76,67,true,65
71,48,23,31,79,67,Chile,15,25,185,111459-11-156279,111459,59,215086,39,20,25,4K,70,brayan-cortes,48,23,111459,16,2.9M,40,12,81,16,29,DEF,14,55,true,13
75,80,73,75,73,79,Udinese,49,74,177,111459-11-156279,111459,68,187800,74,66,77,0,78,mauricio-isla,78,22,55,58,0,88,44,80,60,73,DEF,48,75,true,69
71,70,72,69,71,82,Boca Juniors,44,73,172,111459-11-156279,111459,65,193532,69,66,77,0,70,gary-medel,73,22,1877,45,0,82,63,80,64,62,MID,47,74,true,59
75,45,51,56,83,72,Deportivo Alavés,31,57,193,111459-11-156279,111459,68,219145,31,24,66,17K,92,guillermo-maripan,48,24,463,29,7.5M,56,27,79,75,41,DEF,28,32,true,40
73,78,65,75,84,74,Birmingham City,64,73,177,111459-11-156279,111459,64,158851,75,71,66,0,72,jean-beausejour,79,26,88,58,0,72,64,78,59,75,DEF,69,73,true,75
64,82,41,69,81,66,DC United,57,67,183,111459-11-156279,111459,64,199827,71,60,59,0,63,pablo-hernandez,77,23,688,73,0,68,71,69,56,43,MID,58,69,true,65
72,70,71,64,75,70,Chile,42,71,175,111459-11-156279,111459,77,214717,80,65,73,16K,69,lorenzo-reyes,67,27,111459,64,3.5M,88,47,73,53,52,MID,58,76,true,68
79,82,76,66,74,81,Bayer 04 Leverkusen,67,78,180,111459-11-156279,111459,66,181872,74,63,79,0,75,arturo-vidal,77,23,32,52,0,84,39,84,73,65,MID,56,76,true,77
79,91,60,77,68,76,Udinese,70,83,168,111459-11-156279,111459,59,184941,90,70,71,0,64,alexis-sanchez,84,21,55,74,0,80,68,85,56,76,ATT,66,75,true,87
77,70,59,79,81,74,Chile,69,76,179,111459-11-156279,111459,82,212878,62,72,65,14K,88,nicolas-castillo,68,25,111459,64,12M,69,59,82,77,49,ATT,80,75,true,68
71,76,59,73,77,63,Chile,55,66,179,111459-11-156279,111459,63,214817,72,62,66,19K,76,angelo-sagal,77,25,111459,56,3.2M,84,37,76,66,66,ATT,76,64,true,65
71,48,23,31,79,67,Chile,15,25,185,111459-10-156090,111459,59,215086,39,20,25,4K,70,brayan-cortes,48,23,111459,16,2.9M,40,12,81,16,29,DEF,14,55,true,13
75,80,74,75,73,79,Udinese,,73,176,111459-10-156090,111459,,187800,,60,76,0,75,mauricio-isla,78,21,55,,0,88,44,78,60,70,DEF,51,,true,69
74,70,72,69,71,82,Boca Juniors,,73,172,111459-10-156090,111459,,193532,,66,77,0,70,gary-medel,73,21,1877,,0,82,63,80,64,62,MID,47,,true,59
75,45,51,56,83,72,Deportivo Alavés,31,57,193,111459-10-156090,111459,68,219145,31,24,66,17K,92,guillermo-maripan,48,24,463,29,7.5M,56,27,79,75,41,DEF,28,32,true,40
72,78,65,73,80,66,Club América,,73,178,111459-10-156090,111459,,158851,,71,66,0,77,jean-beausejour,79,25,1879,,0,76,64,78,59,70,DEF,69,,true,75
78,69,78,75,81,80,Chile,69,79,185,111459-10-156090,111459,69,199827,70,73,79,24K,80,pablo-hernandez,67,31,111459,75,9M,68,69,78,53,54,MID,66,44,true,80
72,70,71,64,75,70,Chile,42,71,175,111459-10-156090,111459,77,214717,80,65,73,16K,69,lorenzo-reyes,67,27,111459,64,3.5M,88,47,73,53,52,MID,58,76,true,68
78,83,76,64,74,79,Bayer 04 Leverkusen,,81,180,111459-10-156090,111459,,181872,,63,83,0,68,arturo-vidal,77,22,32,,0,84,39,84,73,62,MID,56,,true,80
77,91,73,80,68,76,Udinese,,80,171,111459-10-156090,111459,,184941,,76,74,0,64,alexis-sanchez,86,20,55,,0,72,70,85,56,75,ATT,69,,true,86
77,70,59,79,81,74,Chile,69,76,179,111459-10-156090,111459,82,212878,62,72,65,14K,88,nicolas-castillo,68,25,111459,64,12M,69,59,82,77,49,ATT,80,75,true,68
71,76,59,73,77,63,Chile,55,66,179,111459-10-156090,111459,63,214817,72,62,66,19K,76,angelo-sagal,77,25,111459,56,3.2M,84,37,76,66,66,ATT,76,64,true,65
71,48,23,31,79,67,Chile,15,25,185,111459-08-155359,111459,59,215086,39,20,25,4K,70,brayan-cortes,48,23,111459,16,2.9M,40,12,81,16,29,DEF,14,55,true,13
75,80,72,65,75,74,Fenerbahçe SK,58,73,176,111459-08-155359,111459,66,187800,84,66,75,48K,68,mauricio-isla,75,30,326,78,4.8M,79,64,75,58,78,DEF,41,78,true,75
81,72,78,65,65,80,Beşiktaş JK,58,71,171,111459-08-155359,111459,89,193532,78,59,79,56K,83,gary-medel,70,30,327,35,13M,84,45,81,68,50,MID,31,92,true,63
75,45,51,56,83,72,Deportivo Alavés,31,57,193,111459-08-155359,111459,68,219145,31,24,66,17K,92,guillermo-maripan,48,24,463,29,7.5M,56,27,79,75,41,DEF,28,32,true,40
74,82,66,67,83,70,Chile,52,74,178,111459-08-155359,111459,63,158851,89,63,69,11K,82,jean-beausejour,82,34,111459,77,1.6M,79,70,74,64,77,DEF,61,76,true,71
78,69,78,75,81,80,Chile,69,79,185,111459-08-155359,111459,69,199827,70,73,79,24K,80,pablo-hernandez,67,31,111459,75,9M,68,69,78,53,54,MID,66,44,true,80
72,70,71,64,75,70,Chile,42,71,175,111459-08-155359,111459,77,214717,80,65,73,16K,69,lorenzo-reyes,67,27,111459,64,3.5M,88,47,73,53,52,MID,58,76,true,68
68,76,61,55,71,69,Bayer 04 Leverkusen,,68,180,111459-08-155359,111459,,181872,,38,66,0,59,arturo-vidal,71,20,32,,0,65,39,90,67,55,MID,21,,true,62
73,74,78,74,70,61,River Plate,,57,168,111459-08-155359,111459,,184941,,68,71,0,44,alexis-sanchez,78,18,1876,,0,75,67,86,79,77,ATT,72,,true,81
77,70,59,79,81,74,Chile,69,76,179,111459-08-155359,111459,82,212878,62,72,65,14K,88,nicolas-castillo,68,25,111459,64,12M,69,59,82,77,49,ATT,80,75,true,68
71,76,59,73,77,63,Chile,55,66,179,111459-08-155359,111459,63,214817,72,62,66,19K,76,angelo-sagal,77,25,111459,56,3.2M,84,37,76,66,66,ATT,76,64,true,65
71,48,23,31,79,67,Chile,15,25,185,111459-09-155725,111459,59,215086,39,20,25,4K,70,brayan-cortes,48,23,111459,16,2.9M,40,12,81,16,29,DEF,14,55,true,13
74,78,69,72,75,76,Udinese,,74,176,111459-09-155725,111459,,187800,,60,75,0,72,mauricio-isla,76,20,55,,0,83,44,78,66,68,DEF,45,,true,68
81,72,78,65,65,80,Beşiktaş JK,58,71,171,111459-09-155725,111459,89,193532,78,59,79,56K,83,gary-medel,70,30,327,35,13M,84,45,81,68,50,MID,31,92,true,63
75,45,51,56,83,72,Deportivo Alavés,31,57,193,111459-09-155725,111459,68,219145,31,24,66,17K,92,guillermo-maripan,48,24,463,29,7.5M,56,27,79,75,41,DEF,28,32,true,40
75,84,65,74,80,70,Club América,,73,178,111459-09-155725,111459,,158851,,70,72,0,77,jean-beausejour,85,24,1879,,0,76,69,79,60,74,DEF,74,,true,76
78,69,78,75,81,80,Chile,69,79,185,111459-09-155725,111459,69,199827,70,73,79,24K,80,pablo-hernandez,67,31,111459,75,9M,68,69,78,53,54,MID,66,44,true,80
72,70,71,64,75,70,Chile,42,71,175,111459-09-155725,111459,77,214717,80,65,73,16K,69,lorenzo-reyes,67,27,111459,64,3.5M,88,47,73,53,52,MID,58,76,true,68
78,83,76,64,74,79,Bayer 04 Leverkusen,,81,181,111459-09-155725,111459,,181872,,63,83,0,68,arturo-vidal,77,21,32,,0,84,39,87,73,62,MID,48,,true,80
76,91,65,73,69,78,Udinese,,82,171,111459-09-155725,111459,,184941,,72,70,0,56,alexis-sanchez,86,19,55,,0,69,68,85,50,68,ATT,73,,true,83
77,70,59,79,81,74,Chile,69,76,179,111459-09-155725,111459,82,212878,62,72,65,14K,88,nicolas-castillo,68,25,111459,64,12M,69,59,82,77,49,ATT,80,75,true,68
71,76,59,73,77,63,Chile,55,66,179,111459-09-155725,111459,63,214817,72,62,66,19K,76,angelo-sagal,77,25,111459,56,3.2M,84,37,76,66,66,ATT,76,64,true,65
71,48,23,31,79,67,Chile,15,25,185,111459-07-154994,111459,59,215086,39,20,25,4K,70,brayan-cortes,48,23,111459,16,2.9M,40,12,81,16,29,DEF,14,55,true,13
75,80,72,65,75,74,Fenerbahçe SK,58,73,176,111459-07-154994,111459,66,187800,84,66,75,48K,68,mauricio-isla,75,30,326,78,4.8M,79,64,75,58,78,DEF,41,78,true,75
